1.007654576860321678e-02,8.369991638954415655e-03,6.631931894604409239e-02,6.075332701549723824e-01,4.565163570205125505e-05,6.222358903488696446e-05,6.264366389756976204e-05,5.076079621943058602e-05,9.141879199134027843e-05,2.717884361557594859e-05,5.250935783534765693e-04,3.326992912447627841e-04,3.660427334702085443e-03,6.264366389756975684e-02,4.939030197992800345e-06,1.604160881869871015e-05,2.281006504367502245e-05,1.467111457919613606e-05,1.657195333283571957e-05,1.765364610424388303e-06,1.156781153112708925e-02,9.351916630475416714e-03,7.697871858661965716e-02,7.850148996384475053e-01,5.902051820693077010e-05,1.058588653960608846e-04,1.188811861392270947e-04,9.330912887341277946e-05,1.282803611917543332e-04,3.282359958287582173e-05
2.036417654613961042e-02,4.698592568327800145e-02,1.290489018766529383e-01,5.872158085394005855e-01,2.260521032872913954e-04,1.333577494393130075e-04,4.432266814454841622e-05,2.721719289579743940e-05,4.384631313762117687e-04,1.429281545784875809e-04,9.314905635459077345e-04,6.231589590620925483e-03,5.973924836873916767e-03,5.449934329253951215e-02,3.191578546412524150e-05,3.624628552710017801e-05,2.959896793043365312e-05,1.878137877312227455e-05,6.591021095847843952e-05,9.938497644527467890e-06,2.349296284163900073e-02,6.764241098366841065e-02,1.488176346641335024e-01,7.781908613165949840e-01,3.304171548049872472e-04,2.583143287564546161e-04,1.329680044336452554e-04,8.162992618707744534e-05,6.218598090432000524e-04,1.798023626147191327e-04
1.969584835491267755e-02,3.048760613346338660e-02,1.268832907131580701e-01,6.526698392473324617e-01,2.126296829635238559e-04,1.907256201456734076e-04,7.235464002351737122e-05,7.600531715982578832e-05,3.479718597242257628e-04,1.420380528741261499e-04,3.168075427069589126e-04,1.834242658730566005e-03,2.347118275929015348e-03,2.190406281785044901e-02,2.247392461473761134e-05,4.181360934659581271e-05,3.205472607490309069e-05,2.288351278125026270e-05,3.953416215904714722e-05,1.480394099225941092e-05,2.081776376753428567e-02,3.693416771074944926e-02,1.354846422099237335e-01,7.320943271884812198e-01,2.959719707582718524e-04,3.616841592118232246e-04,2.236707552782126710e-04,1.694270354870155775e-04,4.950674360457255367e-04,2.079995558638156143e-04
1.695497026619210632e-02,2.053162260897981387e-02,1.073132216284509999e-01,6.504865806634894110e-01,1.082005590417380329e-04,4.631901297358278770e-05,1.437486609524982786e-05,1.512569006033885196e-05,2.110497909141142764e-04,7.854983809313155236e-05,1.574000057722987130e-04,9.207832080955375429e-04,1.033406802858890866e-03,1.229440114471224733e-02,4.457164083664833319e-06,6.730112996161601472e-06,8.863818191496404691e-06,5.135635921208913663e-06,2.348031309005670054e-05,1.856582895492855688e-06,1.801977516213653860e-02,2.780778939793343216e-02,1.144665263140264150e-01,7.418140775079541394e-01,1.415644457813302270e-04,1.061528573187679617e-04,8.522534571001394508e-05,5.531524920983125305e-05,3.960255132224098731e-04,9.259707191270617180e-05
8.845744977462434780e-03,7.368414372979017676e-03,6.062527073213429263e-02,6.423652332087154138e-01,5.278265147376554240e-05,1.045804158778754770e-04,1.556851116033388727e-04,7.339232533878110724e-05,9.684722851613512178e-05,2.508543843711718275e-05,5.504424400408582975e-04,1.138091724935373162e-03,3.577328700782437133e-03,8.499210638139163831e-02,8.510153827802004431e-06,3.576963927793675552e-05,4.661798796369893299e-05,6.646163855231570190e-06,1.658622779897801468e-05,3.602133264018207990e-06,9.491393167570002024e-03,8.750904000384486167e-03,6.598743366692595702e-02,7.561744057022526944e-01,6.186549889392284167e-05,1.548096564303116387e-04,2.116777653782041875e-04,8.200096787354868295e-05,1.175298569789029539e-04,2.921466866989552109e-05
1.516907755319088849e-02,2.263878192869873268e-02,9.817794462508623587e-02,6.395729310098076104e-01,1.047508470111480533e-04,1.113346860068372481e-04,4.033421630581687621e-05,2.590882820728854723e-05,1.771730759637292095e-04,7.314404518798894677e-05,2.974757818650268309e-04,1.145063027987805416e-03,2.270440158646307768e-03,2.528544145852728089e-02,6.887876743330657698e-06,2.375431611069258404e-05,2.859923417562665923e-05,9.909661983378705060e-06,1.629554834481213192e-05,3.936085804897910043e-06,1.645959748922299140e-02,2.706810882779196389e-02,1.084583576748334999e-01,7.530949389421230933e-01,1.382387456902183680e-04,2.227787381099483792e-04,1.505971145691698064e-04,7.486109289948927620e-05,2.459643505200166495e-04,9.287368895580175451e-05
2.126569957232787508e-02,2.613990797707585814e-02,1.337350012127088983e-01,6.300220093054623716e-01,2.020001243007114920e-04,8.957886593313714105e-05,0.000000000000000000e+00,0.000000000000000000e+00,4.155743097775718557e-04,1.402426808928831762e-04,4.341364833619616270e-04,1.083157423277328725e-03,2.659850285386666183e-03,2.677320566407268010e-02,1.319006217055456848e-05,1.235148868156566655e-05,0.000000000000000000e+00,0.000000000000000000e+00,4.972478735488865785e-05,7.031788110792336241e-06,2.319179805484925319e-02,3.079137029881115831e-02,1.452872245375820270e-01,7.488199202455564363e-01,2.694790847427869923e-04,1.573198805905217008e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.780652821121181109e-04,1.780003257486594004e-04
1.655377317007356713e-02,2.260302098202626384e-02,1.061558066352389501e-01,6.400705190228129782e-01,1.343115928874161593e-04,1.001326894833810837e-04,4.171759884139297807e-05,2.752865040990134677e-05,2.230251839093573747e-04,7.818293500372551746e-05,2.743719309956945242e-04,1.241859621006702981e-03,2.046030685425036071e-03,2.300804621349609655e-02,8.896183229284208873e-06,1.243035500710970218e-05,1.736382363301323844e-05,8.458494672695838983e-06,2.687538390753064959e-05,2.330854880458661787e-06,1.791256749500462833e-02,2.756784640004359202e-02,1.158894775205624034e-01,7.504725579234615696e-01,1.808241678562100805e-04,1.583518001746579674e-04,1.332663664836230384e-04,7.319197892561336578e-05,3.511960716744889520e-04,8.999399336658778920e-05
1.082189075933523079e-02,1.212508554972072800e-02,7.060091364408024872e-02,5.461326621563962203e-01,6.530080699658460301e-05,7.637796271486131184e-05,6.346021229263806428e-05,3.992209607866497732e-05,1.250126548921344743e-04,4.197093324911640663e-05,4.735164988364620980e-04,8.947708560791140919e-04,3.045042260215183576e-03,4.976323199575132666e-02,4.547746768510211908e-06,1.301851290601593944e-05,2.060256918614596636e-05,7.839321239071517662e-06,1.259531047408662777e-05,2.306789128960719206e-06,1.338125784766963471e-02,1.697511976960901919e-02,8.665573606171600440e-02,8.282676167759367436e-01,8.826793580239908625e-05,1.502032758403077468e-04,1.882243197247505733e-04,8.168478686127647983e-05,1.875525698327992828e-04,5.480135618538598100e-05
9.788772538852347563e-03,1.162719909595098106e-02,6.970498581928059878e-02,6.039158479123475365e-01,6.238038396909871292e-05,1.675442039107830007e-04,1.820963930171046457e-04,7.780570442179963651e-05,1.409622051432355251e-04,3.949464123455689949e-05,4.519424863453286919e-04,9.143625488472089443e-04,4.195396119352524933e-03,5.646249373252792275e-02,5.035057430787283486e-06,3.315473751390277406e-05,5.292146104998965320e-05,1.257794211756399402e-05,3.829651099813641751e-05,2.904131872651586302e-06,1.133615531382454848e-02,1.538651461508406745e-02,8.260792682688578026e-02,7.872734306520000613e-01,7.950345981753715588e-05,2.989989788378883740e-04,3.725845484188547311e-04,1.216563009288488178e-04,2.638796957946322095e-04,4.833267075179623897e-05
